sample_887	sample_257	sample_377	sample_594	sample_220	sample_352	sample_266	sample_665	sample_986	sample_699	sample_593	sample_111	sample_88	sample_446	sample_267	sample_188	sample_973	sample_325	sample_211	sample_660	sample_901	sample_116	sample_669	sample_588	sample_358	sample_215	sample_76	sample_265	sample_46	sample_182	sample_936	sample_546	sample_280	sample_994	sample_262	sample_15	sample_978	sample_828	sample_423	sample_899	sample_898	sample_792	sample_734	sample_242	sample_49	sample_644	sample_61	sample_837	sample_443	sample_469	sample_808	sample_954	sample_195	sample_789	sample_557	sample_194	sample_632	sample_860	sample_886	sample_841	sample_34	sample_780	sample_334	sample_387	sample_612	sample_433	sample_798	sample_793	sample_246	sample_166	sample_183	sample_44	sample_498	sample_293	sample_866	sample_929	sample_278	sample_778	sample_630	sample_795	sample_140	sample_829	sample_673	sample_732	sample_59	sample_83	sample_613	sample_646	sample_180	sample_200	sample_809	sample_471	sample_979	sample_518	sample_87	sample_714	sample_411	sample_722	sample_512	sample_289	sample_786	sample_28	sample_404	sample_122	sample_238	sample_64	sample_31	sample_730	sample_131	sample_696	sample_843	sample_909	sample_707	sample_317	sample_441	sample_721	sample_277	sample_344	sample_189	sample_713	sample_400	sample_604	sample_154	sample_38	sample_904	sample_508	sample_436	sample_442	sample_233	sample_692	sample_870	sample_10	sample_602	sample_158	sample_307	sample_631	sample_424	sample_519	sample_305	sample_354	sample_955	sample_376	sample_229	sample_524	sample_231	sample_385	sample_218	sample_657	sample_142	sample_248	sample_641	sample_148	sample_663	sample_435	sample_548	sample_906	sample_896	sample_306	sample_514	sample_201	sample_664	sample_872	sample_757	sample_768	sample_988	sample_737	sample_788	sample_831	sample_827	sample_879	sample_802	sample_349	sample_958	sample_703	sample_525	sample_473	sample_197	sample_645	sample_848	sample_946	sample_147	sample_234	sample_396	sample_920	sample_564	sample_626	sample_764	sample_401	sample_310	sample_228	sample_796	sample_409	sample_239	sample_323	sample_146	sample_987	sample_969	sample_889	sample_448	sample_515
taxon_199	7886755	5811293	830185	5811293	24490449	4981108	830185	21584803	12867863	5396201	830185	2490554	1245277	9962217	415092	14113140	1660369	415092	2075462	0	6226385	2490554	3320739	4566016	830185	11207494	4566016	1245277	4150924	4981108	1245277	6226385	415092	1660369	1660369	1245277	415092	4981108	0	830185	6641478	31962111	14113140	3735831	10377309	1245277	19509341	0	2490554	3320739	3320739	2905646	2075462	4566016	4150924	9132032	7471662	9132032	830185	1245277	2905646	830185	1245277	2075462	12452771	4150924	1245277	1660369	2075462	4150924	7471662	1660369	1660369	4981108	1245277	17433879	27811188	830185	7056570	2905646	9132032	2490554	1245277	415092	830185	11622586	3735831	5811293	1660369	19094248	11207494	2490554	4566016	2490554	6641478	830185	415092	0	4566016	2905646	2075462	415092	3320739	0	7471662	1660369	25735726	14943325	830185	415092	1245277	8716939	415092	12452771	2075462	4566016	12452771	9547124	13698048	4150924	2075462	830185	2490554	2490554	17848971	12452771	3320739	1245277	1245277	17433879	16603694	2905646	9132032	2075462	4981108	2490554	14528232	5811293	6641478	1245277	1245277	6226385	830185	0	15358417	1245277	1660369	5811293	830185	1660369	29056465	4566016	2490554	4150924	10377309	8301847	4150924	22830080	2905646	0	2075462	14528232	830185	5396201	1245277	1245277	415092	5396201	830185	13282955	2490554	3735831	11622586	6641478	0	4150924	415092	3320739	0	8301847	7056570	2490554	2075462	12452771	13282955	9962217	830185	830185	9132032	415092	830185	830185	8301847	830185	3320739	415092	415092	26981003	11622586	9547124
taxon_140	2958588	328732	493098	0	1397111	2876405	986196	0	986196	1232745	0	410915	328732	1397111	246549	1150562	1232745	0	246549	82183	1890209	82183	3451686	164366	0	410915	0	575281	246549	739647	164366	493098	164366	246549	0	0	0	246549	164366	4930980	986196	1314928	1397111	82183	164366	0	493098	164366	1643660	82183	493098	739647	82183	164366	575281	821830	739647	328732	164366	657464	0	164366	0	82183	164366	493098	82183	657464	82183	1232745	739647	493098	739647	328732	246549	1314928	2218941	82183	657464	575281	5670628	164366	410915	82183	0	4026967	3369503	82183	82183	3616052	82183	986196	328732	1725843	493098	493098	0	82183	904013	82183	1808026	328732	246549	246549	1643660	164366	739647	1972392	82183	575281	82183	1068379	164366	2218941	0	986196	0	246549	493098	328732	246549	246549	0	164366	2465490	2712039	493098	82183	82183	1725843	657464	82183	164366	82183	1068379	246549	1150562	328732	328732	0	82183	493098	657464	0	5834994	986196	246549	575281	575281	493098	2218941	904013	2218941	82183	3451686	1725843	986196	1314928	0	164366	0	986196	328732	1068379	575281	0	82183	821830	246549	493098	246549	328732	2465490	1479294	164366	493098	246549	164366	0	1150562	904013	246549	0	1314928	1561477	904013	0	0	575281	0	0	164366	7149922	0	246549	82183	82183	7232105	82183	410915
taxon_131	346254	125368	63679	87559	202977	73629	65669	286555	19900	105468	75619	17910	1990	216906	35819	17910	513411	31839	73629	91538	437793	59699	173127	5970	31839	121388	117408	21890	268645	222876	35819	294515	49749	23880	123378	139298	17910	67659	57709	29849	368144	364164	660669	9950	260686	27860	81589	41789	11940	13930	67659	13930	473612	29849	5970	210936	459682	119398	5970	25870	3980	81589	1990	7960	290535	97508	31839	5970	19900	105468	111438	5970	25870	75619	33829	117408	43779	37809	252726	19900	155217	11940	35819	83579	9950	15920	376104	29849	15920	125368	405953	131338	105468	232826	256706	37809	25870	125368	189047	57709	423863	45769	79599	23880	35819	49749	49749	364164	77609	95518	11940	19900	3980	119398	23880	107458	296505	47759	111438	31839	45769	19900	29849	31839	57709	507441	19900	23880	25870	320385	111438	25870	147258	228846	364164	411923	93528	131338	133328	33829	17910	294515	39799	31839	654699	222876	51739	51739	7960	21890	163177	41789	83579	157207	240786	481572	123378	314415	45769	13930	149247	33829	85569	145268	35819	59699	33829	55719	85569	161187	69649	384064	61689	169147	21890	33829	596990	254716	19900	483562	55719	101488	31839	760167	527341	427843	183077	37809	467642	47759	23880	41789	157207	27860	87559	59699	45769	204967	197007	386054
taxon_248	21425960	10712980	0	101773311	128555762	32138940	117842782	32138940	53564901	16069470	16069470	37495431	42851921	5356490	5356490	133912252	867751392	32138940	42851921	32138940	0	21425960	58921391	69634371	5356490	449945166	74990861	5356490	133912252	257111524	32138940	123199272	5356490	32138940	26782450	21425960	53564901	32138940	37495431	48208411	85703841	37495431	133912252	0	0	0	85703841	96416821	69634371	765978080	0	5356490	42851921	69634371	21425960	80347351	10712980	10712980	53564901	251755033	0	16069470	96416821	133912252	26782450	74990861	21425960	5356490	0	224972583	160694702	0	32138940	16069470	0	69634371	42851921	42851921	64277881	10712980	101773311	0	26782450	0	5356490	171407682	53564901	48208411	48208411	133912252	128555762	64277881	58921391	48208411	32138940	80347351	10712980	0	0	21425960	74990861	16069470	101773311	0	166051192	21425960	139268742	37495431	37495431	5356490	10712980	80347351	5356490	5356490	69634371	21425960	5356490	64277881	10712980	37495431	5356490	5356490	5356490	128555762	139268742	139268742	26782450	64277881	48208411	91060331	42851921	21425960	10712980	5356490	208903113	32138940	74990861	32138940	80347351	0	64277881	53564901	48208411	10712980	69634371	117842782	0	16069470	80347351	5356490	155338212	171407682	85703841	133912252	283893974	487440597	42851921	21425960	0	10712980	26782450	96416821	0	32138940	37495431	37495431	80347351	187477153	16069470	53564901	10712980	53564901	48208411	224972583	26782450	69634371	5356490	21425960	5356490	262468014	101773311	16069470	21425960	198190133	310676424	48208411	160694702	5356490	96416821	74990861	10712980	21425960	69634371	10712980	0	10712980	10712980	305319934	21425960	107129801
taxon_65	1165820	102265	20453	613589	654495	634042	40906	1615785	449965	1043102	40906	0	122718	634042	102265	1186272	102265	40906	40906	143171	368154	204530	797666	102265	20453	224983	531777	81812	552230	184077	184077	1288537	61359	224983	306795	20453	163624	204530	20453	879478	429512	1329443	736307	143171	286342	40906	899931	20453	204530	470418	388607	306795	327248	143171	184077	736307	368154	1656691	61359	102265	204530	20453	40906	40906	429512	184077	163624	327248	0	245436	1145367	20453	102265	572683	61359	1002196	388607	20453	388607	224983	286342	163624	265889	102265	81812	1411255	613589	184077	40906	715854	715854	777213	245436	777213	102265	81812	40906	224983	1758956	20453	429512	40906	61359	102265	899931	306795	470418	470418	0	245436	0	1370349	224983	327248	143171	674948	368154	184077	429512	736307	388607	81812	20453	102265	1022649	920384	102265	61359	81812	1002196	981743	327248	368154	1145367	654495	1165820	1247631	654495	306795	0	143171	327248	204530	0	327248	143171	20453	449965	40906	204530	388607	940837	1186272	143171	204530	429512	634042	1615785	327248	163624	143171	1145367	143171	736307	20453	122718	122718	184077	20453	552230	368154	143171	879478	613589	61359	204530	409059	143171	20453	899931	1084008	0	470418	674948	347701	143171	306795	0	368154	81812	163624	163624	2229374	184077	61359	20453	143171	1104461	327248	163624
taxon_230	7718506	2270149	1816119	6810446	20885368	14074922	4540297	4086268	9988654	6810446	3632238	4086268	1362089	4994327	2724178	4540297	1362089	908059	2270149	908059	14074922	454030	7718506	3632238	908059	11350744	1816119	1362089	5448357	1362089	2724178	8626565	1362089	4540297	7264476	908059	454030	1362089	908059	9534625	3178208	27241784	26333725	454030	9080595	908059	17253130	1816119	2270149	1816119	4994327	3178208	4086268	2724178	908059	13620892	14074922	9534625	908059	12258803	908059	908059	1816119	908059	14074922	2270149	1816119	1816119	454030	6356416	3178208	1816119	3632238	908059	3632238	10442684	19069249	1362089	5448357	4540297	14074922	908059	1362089	2724178	454030	18161190	18615219	8172535	0	20431338	9988654	5448357	15437011	1816119	2724178	1362089	454030	454030	9534625	0	9534625	1816119	4540297	1362089	4994327	908059	9534625	16799100	1362089	454030	2724178	13166862	3178208	13166862	1362089	4086268	5902387	3178208	14982981	4994327	1362089	0	0	908059	14074922	33144171	3632238	2270149	908059	25425665	11804773	7718506	6810446	1816119	3178208	3178208	14528952	1816119	4994327	0	454030	9988654	4086268	0	12258803	5902387	2724178	15891041	1816119	1816119	16799100	5902387	7264476	9988654	17253130	4540297	7264476	5448357	1362089	3632238	3178208	15891041	1816119	12712833	908059	0	2724178	4540297	1362089	2270149	3178208	20885368	5448357	9988654	1362089	1816119	3178208	19523279	0	17707160	14982981	454030	3632238	41770736	7718506	9080595	1362089	1362089	14528952	2724178	1816119	454030	24063576	1816119	0	1362089	5448357	31782082	7718506	2724178
taxon_279	1024141	235276	110718	110718	927263	512070	27679	207596	941102	1965243	249115	0	83038	1494692	221436	678147	221436	41519	83038	41519	788865	166077	304474	0	27679	484391	359833	13840	207596	221436	124558	96878	83038	41519	553590	0	55359	83038	13840	1231737	1024141	1646929	691987	69199	179917	179917	221436	110718	290635	152237	581269	96878	221436	193756	138397	262955	207596	567429	235276	719666	0	41519	138397	83038	124558	55359	207596	221436	41519	553590	525910	55359	345993	345993	55359	456711	691987	41519	249115	83038	166077	110718	55359	124558	41519	719666	1300936	235276	69199	290635	705827	498231	525910	152237	262955	27679	0	276795	719666	27679	1121019	207596	13840	27679	262955	96878	83038	401352	27679	55359	110718	207596	110718	581269	124558	1010301	124558	567429	373673	69199	27679	138397	69199	484391	1536211	138397	193756	193756	152237	235276	345993	69199	941102	470551	179917	110718	207596	262955	152237	110718	27679	567429	179917	13840	968782	138397	179917	276795	55359	166077	636628	304474	249115	13840	456711	442872	858064	567429	55359	0	110718	470551	96878	442872	0	83038	110718	304474	110718	345993	110718	581269	567429	470551	27679	69199	595109	691987	83038	470551	207596	55359	207596	415192	775025	166077	276795	55359	913423	55359	69199	27679	539750	55359	69199	27679	110718	276795	512070	761186
taxon_194	3739033	2631172	2215723	415448	9693790	9832273	0	11771031	692414	10109238	692414	969379	2908137	1938758	276965	15510064	138483	1384827	692414	1661793	3600551	6370205	1107862	276965	553931	5123860	24788406	1246344	22018751	9278342	553931	24649923	276965	138483	9001376	0	3462068	4708412	0	12047996	38221229	17864270	15925512	1938758	18002753	8585928	9139859	1246344	13848271	2492689	830896	4154481	4154481	4154481	1246344	14540685	13432823	1384827	0	2769654	2492689	1938758	138483	1800275	3462068	7339584	692414	276965	1661793	2631172	11771031	1107862	12463444	38221229	2354206	17171856	6647170	138483	276965	969379	9001376	1107862	1661793	2354206	1938758	9555307	4154481	1384827	138483	3600551	3185102	4985378	1661793	18279718	1938758	276965	1384827	415448	5816274	553931	6647170	830896	553931	4292964	9139859	4431447	19664545	8308963	2354206	2215723	969379	6924136	3739033	23680544	6370205	17725787	1523310	1107862	4569930	553931	830896	3462068	830896	415448	13848271	59270601	4708412	415448	1384827	25896267	3185102	4569930	1661793	40713918	18141235	6924136	1938758	5677791	17864270	1246344	0	5539309	276965	138483	10386203	16617926	830896	19664545	0	2769654	4569930	1800275	26034750	1661793	5400826	18418201	32820403	6508688	692414	3046620	11771031	37944263	1107862	32958886	969379	1800275	969379	19387580	2492689	8170480	415448	4292964	10940134	8862894	1661793	1384827	31435576	23542061	1661793	1800275	5262343	2769654	276965	3185102	5400826	15371581	13986754	4569930	11078617	0	1384827	969379	14125237	3462068	553931	1246344	1107862	16479443	4431447	21603303
taxon_281	125489112	250978223	280755301	174408596	312659312	302024642	278628366	104219771	348817192	121235243	255232091	233962750	257359026	412625214	297770773	208439541	372213467	476433237	501956446	272247564	221201146	287136103	172281662	459417765	216947278	140377650	302024642	746553867	216947278	153139255	361578796	272247564	372213467	259485960	538114326	142504584	535987392	467925501	276501432	212693410	148885387	165900859	182916332	146758453	178662464	125489112	212693410	333928653	121235243	142504584	361578796	210566475	353071060	425386819	102092837	210566475	148885387	395609742	102092837	242470487	293516905	457290830	399863610	253105157	693380515	163773925	399863610	155266189	257359026	276501432	131869914	580653008	178662464	240343553	238216619	185043266	304151576	357324928	265866762	165900859	246724355	304151576	327547851	514718051	289263037	140377650	278628366	191424069	227581948	97838968	444529226	370086533	291389971	76569627	378594269	646587965	253105157	219074212	263739828	206312607	225455014	236089685	193551003	174408596	261612894	176535530	104219771	327547851	365832664	180789398	219074212	195677937	265866762	91458166	248851289	174408596	131869914	170154728	250978223	538114326	472179369	165900859	225455014	446656160	308405444	244597421	125489112	406244412	131869914	176535530	278628366	236089685	253105157	310532378	225455014	219074212	227581948	282882235	189297134	282882235	404117478	148885387	267993696	529606590	178662464	199931805	433894555	333928653	144631518	306278510	202058739	112727507	204185673	157393123	472179369	333928653	263739828	193551003	236089685	255232091	97838968	187170200	276501432	93585100	325420917	446656160	244597421	253105157	280755301	319040114	233962750	448783094	187170200	102092837	157393123	240343553	229708882	176535530	404117478	185043266	195677937	185043266	325420917	393482808	74442693	353071060	170154728	287136103	370086533	295643839	246724355	297770773	310532378	295643839	176535530	144631518	210566475	189297134	151012321	189297134
taxon_240	6026422	188326	376651	2259908	4519817	8851308	1883257	4708142	9039633	1129954	1694931	2259908	376651	4519817	1506606	10734565	1506606	1694931	753303	1506606	9416285	1129954	2448234	1883257	0	2259908	3578188	188326	6591399	14312753	941628	14689404	376651	2448234	3201537	753303	188326	1883257	564977	10546239	3013211	16760987	7156376	0	4896468	564977	9227959	0	6214748	5084794	1883257	1506606	7533028	1883257	4143165	4143165	3389863	8286331	0	5649771	564977	188326	2259908	376651	2071583	2259908	564977	1129954	376651	1883257	17325964	753303	1506606	1883257	564977	5461445	2824885	0	4143165	753303	14312753	188326	1129954	564977	376651	8662982	3954840	3201537	376651	6779725	15819358	4143165	3578188	8474656	4519817	376651	188326	2636560	1883257	564977	7721353	753303	3766514	376651	11864519	1129954	6968051	4708142	564977	1129954	941628	12994473	753303	8286331	753303	2071583	4331491	9039633	5649771	2448234	941628	188326	0	753303	6591399	4896468	564977	3578188	564977	3954840	4519817	941628	15442707	2824885	10734565	4896468	5649771	2636560	941628	188326	188326	7533028	188326	2071583	9039633	8286331	2824885	11864519	2824885	1506606	5838097	9981262	3954840	1318280	10169588	5461445	3201537	4331491	1883257	753303	2071583	11299542	2636560	376651	188326	1506606	1318280	2448234	564977	2259908	753303	5461445	17890941	7909679	941628	564977	2824885	7909679	0	3766514	1129954	753303	753303	25800620	7344702	2636560	5273119	1318280	9604610	188326	564977	1318280	9604610	1694931	1506606	1129954	564977	13747776	3389863	1129954
taxon_203	48923855	21617517	6826584	19341989	40959506	9102112	20479753	4551056	44372798	56888203	20479753	1137764	1137764	55750439	7964348	29581866	12515405	3413292	1137764	2275528	50061619	5688820	12515405	19341989	3413292	43235034	17066461	7964348	55750439	7964348	12515405	15928697	7964348	7964348	37546214	0	10239877	0	0	6826584	93296653	53474911	19341989	7964348	12515405	6826584	76230192	13653169	26168573	50061619	2275528	3413292	13653169	6826584	17066461	22755281	11377641	17066461	4551056	83056776	9102112	10239877	17066461	1137764	51199383	7964348	6826584	7964348	7964348	22755281	45510562	6826584	3413292	79643484	13653169	72816900	46648326	1137764	42097270	9102112	65990316	20479753	11377641	4551056	2275528	39821742	98985473	10239877	6826584	21617517	111500878	25030809	56888203	32995158	12515405	20479753	1137764	11377641	21617517	6826584	77367956	4551056	2275528	3413292	13653169	23893045	54612675	112638642	2275528	5688820	5688820	21617517	11377641	7964348	10239877	31857394	35270686	17066461	44372798	15928697	15928697	0	7964348	29581866	37546214	59163731	28444102	4551056	12515405	52337147	30719630	7964348	36408450	19341989	21617517	69403608	45510562	32995158	120602990	0	17066461	39821742	22755281	2275528	32995158	75092428	5688820	27306337	14790933	11377641	56888203	25030809	39821742	34132922	15928697	32995158	30719630	48923855	0	7964348	35270686	51199383	12515405	21617517	4551056	4551056	6826584	76230192	2275528	38683978	4551056	19341989	97847709	44372798	10239877	19341989	51199383	12515405	4551056	62577023	34132922	2275528	10239877	2275528	38683978	47786091	23893045	2275528	30719630	12515405	7964348	5688820	21617517	12515405	6826584	6826584	10239877	48923855	10239877	23893045
taxon_113	8034158	12194703	8177625	6456019	14059776	6742954	17789920	6599487	20228861	9755763	7173355	12912039	9899230	4877881	10329631	8464559	19224591	11620835	16785651	7747223	5308283	21233131	9325361	1291204	2152006	12912039	9181894	6742954	8608026	3586677	7173355	2869342	7029888	7890690	8608026	11620835	6312552	13342440	7890690	8321092	2582408	18507256	5164816	16642184	13629374	5738684	2152006	14490177	8751493	5595217	11907769	27976084	6886421	12194703	12768572	15494447	4017079	12194703	24963275	13342440	12338171	6025618	3156276	6599487	5021348	6169085	19941927	7316822	4590947	15637914	12481638	3156276	5308283	11907769	18650723	16785651	6025618	8464559	16642184	13485907	8321092	12338171	14920578	13772842	4590947	4160546	1865072	3156276	25967545	12338171	9899230	18220322	2869342	11907769	7029888	15781381	13629374	23815539	4447480	13198973	16068315	11333901	13629374	2438941	4447480	21376598	8464559	6742954	7460289	22524335	7747223	13198973	9755763	7173355	9899230	2582408	3873612	16929118	7173355	7173355	11907769	6312552	11764302	7460289	13055506	3730145	4160546	13342440	12768572	8034158	10616565	13342440	2152006	11477368	11764302	7460289	7316822	3873612	7603756	9468829	7029888	5738684	2725875	7316822	17646453	9899230	4447480	6742954	10903500	2438941	12481638	7890690	5595217	8034158	7603756	22237400	9325361	6599487	14920578	4447480	18937657	8034158	10760032	11190434	21520065	6025618	14346710	18220322	15781381	15350980	16355249	1147737	3299743	7316822	5164816	7460289	10042697	17646453	12051236	4590947	15350980	3873612	16498716	2869342	2869342	6886421	9755763	9325361	11907769	9468829	16355249	4447480	12051236	8321092	15781381	6742954	3586677	6886421	9755763	19081124
taxon_112	27078868	15043816	0	21061342	9026289	18052579	15043816	15043816	39113921	27078868	0	0	0	3008763	3008763	15043816	3008763	0	0	0	0	6017526	39113921	12035053	0	0	0	0	6017526	3008763	0	24070105	6017526	0	27078868	3008763	0	0	0	30087632	3008763	60175263	78227842	9026289	12035053	0	9026289	3008763	36105158	15043816	33096395	12035053	6017526	0	9026289	27078868	30087632	132385579	3008763	3008763	9026289	0	3008763	0	57166500	57166500	24070105	0	0	3008763	24070105	3008763	6017526	0	9026289	33096395	90262895	9026289	42122684	0	18052579	9026289	0	12035053	3008763	72210316	12035053	12035053	0	39113921	42122684	42122684	30087632	0	45131447	6017526	0	3008763	3008763	3008763	30087632	9026289	0	0	6017526	0	18052579	27078868	27078868	0	18052579	0	9026289	12035053	0	54157737	0	24070105	18052579	6017526	18052579	9026289	0	27078868	69201553	54157737	0	3008763	27078868	36105158	3008763	0	69201553	30087632	0	3008763	30087632	9026289	114333000	0	9026289	3008763	3008763	3008763	30087632	48140211	3008763	45131447	0	6017526	30087632	24070105	12035053	3008763	45131447	60175263	96280421	15043816	0	6017526	81236605	18052579	0	3008763	6017526	3008763	0	0	0	3008763	24070105	60175263	30087632	126368053	12035053	3008763	0	27078868	3008763	12035053	12035053	12035053	6017526	12035053	6017526	6017526	0	3008763	9026289	0	0	0	27078868	24070105	9026289	0	0	66192790	3008763	6017526
taxon_16	6467685	718632	0	2395439	4551334	7904949	1437263	10539932	4311790	5988598	2155895	239544	239544	3353615	0	3832702	718632	479088	958176	1916351	4551334	1197720	1437263	1676807	239544	1916351	3593159	718632	3832702	4311790	958176	6467685	479088	958176	1916351	1437263	718632	2155895	0	5269966	5269966	17247161	15570354	239544	2634983	958176	9581756	479088	3832702	479088	958176	2395439	1437263	479088	479088	5030422	2874527	7186317	718632	958176	239544	239544	718632	718632	3832702	2395439	0	2395439	0	1197720	9342212	958176	479088	958176	1916351	3832702	5030422	479088	2634983	1437263	5269966	718632	1197720	479088	0	5030422	5509510	1437263	718632	5749054	6467685	4072246	1197720	1916351	2874527	958176	718632	1197720	4790878	0	4311790	0	1437263	479088	4072246	1197720	5988598	9581756	958176	718632	1197720	2634983	718632	9821300	2874527	4072246	1197720	2634983	4551334	2155895	479088	239544	239544	239544	10060844	6946773	2155895	718632	958176	7186317	2155895	1916351	3593159	718632	1437263	2874527	11737651	239544	3593159	0	0	12935371	1197720	239544	8384037	2155895	1197720	2155895	0	1197720	7904949	6946773	5269966	479088	7665405	2155895	3593159	3114071	479088	479088	5988598	11258564	1197720	7665405	718632	239544	718632	6467685	958176	3353615	1676807	3114071	4790878	7665405	479088	718632	1916351	3593159	0	6228142	7665405	1197720	1197720	6946773	2634983	4311790	718632	718632	2395439	479088	0	0	9102668	479088	1437263	718632	2634983	14372634	2155895	6707229
taxon_99	1878024	1878024	626008	1878024	5508871	6134879	1878024	4256854	3881250	4006451	500806	0	626008	5634072	1126814	4131653	2879637	1001613	1627621	1126814	6260080	626008	5133266	626008	125202	4882862	8388507	375605	5884475	876411	1126814	7261693	1627621	876411	6009677	751210	751210	1377218	250403	3881250	5884475	13146168	19030644	500806	125202	125202	4632459	1126814	5133266	375605	876411	2128427	3630846	2128427	3380443	10266531	5884475	9765725	125202	1502419	1252016	250403	751210	1126814	6760887	2253629	0	2128427	500806	2378830	9390120	1001613	751210	375605	0	6886088	4006451	250403	1752822	2003226	4632459	1502419	626008	626008	250403	9390120	5258467	3505645	1001613	2879637	3380443	5258467	2629234	4882862	2128427	1878024	0	500806	6760887	876411	6510483	250403	1627621	1627621	3630846	1377218	4632459	10516935	500806	500806	1377218	4882862	125202	9765725	1126814	5133266	5508871	5133266	5258467	2754435	2253629	125202	500806	2253629	6260080	6635685	2128427	2003226	500806	8764112	4757661	1377218	5759274	1502419	4507258	7637298	14022579	1502419	3130040	250403	1502419	7512096	2879637	125202	14773789	2378830	2253629	8263306	1001613	4507258	4006451	7261693	9765725	1252016	4006451	3756048	4757661	10016128	1001613	1126814	4256854	13772176	2504032	2504032	0	626008	2128427	751210	375605	6635685	1252016	2128427	13396571	7386895	375605	1502419	1627621	3756048	0	3004838	4757661	876411	3505645	2253629	12520160	7512096	2629234	500806	3130040	2128427	876411	125202	11768951	751210	2003226	1001613	751210	20908668	2253629	14147781
taxon_284	765760	69615	348073	69615	1461906	1392291	208844	626531	2227666	0	0	69615	69615	208844	0	1113833	139229	278458	904989	139229	139229	0	139229	487302	0	556917	348073	139229	417687	139229	0	348073	208844	0	348073	0	69615	69615	0	1461906	1740364	3411114	835375	0	348073	69615	0	348073	208844	69615	69615	69615	765760	69615	139229	1253062	139229	1113833	139229	487302	0	69615	139229	139229	278458	1044219	0	556917	69615	208844	626531	139229	139229	0	139229	417687	69615	69615	139229	208844	139229	139229	278458	69615	0	139229	2436510	139229	69615	417687	208844	208844	1809979	1740364	974604	278458	0	626531	278458	208844	69615	0	0	348073	626531	69615	1253062	1949208	0	69615	139229	278458	208844	2506125	0	835375	208844	69615	835375	139229	0	0	139229	835375	765760	974604	69615	0	0	208844	487302	69615	348073	974604	0	69615	348073	556917	348073	0	0	904989	626531	0	904989	348073	0	1809979	0	278458	348073	696146	278458	208844	487302	278458	626531	139229	0	69615	765760	696146	208844	417687	69615	0	139229	278458	139229	208844	139229	696146	278458	278458	0	0	0	556917	0	69615	1044219	69615	139229	348073	556917	208844	487302	139229	1113833	69615	0	69615	626531	278458	278458	0	69615	1044219	765760	1809979
taxon_58	3013567	236358	59090	768164	3722642	2009045	590895	2245403	827254	3131746	472716	236358	177269	886343	236358	3249925	649985	59090	59090	413627	1890866	236358	1595418	590895	118179	2245403	1949955	295448	1122701	945433	118179	3722642	59090	295448	295448	59090	295448	590895	0	413627	1536328	5672597	2895388	59090	1477239	354537	2481761	59090	413627	472716	354537	945433	1181791	354537	531806	3604463	2954477	827254	0	709075	472716	177269	118179	118179	2954477	1418149	177269	649985	59090	1240881	2599940	177269	472716	1181791	354537	3249925	2659030	0	1004522	1181791	4077179	295448	0	413627	59090	3309015	3545373	413627	236358	2245403	2481761	1004522	768164	1654507	2009045	236358	177269	354537	2836298	354537	2127224	413627	886343	177269	1477239	295448	3663552	1359060	59090	118179	413627	1949955	59090	1004522	1240881	472716	649985	1418149	2068134	649985	472716	177269	118179	177269	3663552	1890866	177269	354537	0	2481761	709075	295448	1181791	1477239	177269	768164	3249925	472716	295448	295448	649985	1949955	413627	236358	3072657	354537	413627	2718119	590895	590895	3190836	1477239	2127224	1004522	5377149	2481761	1063612	1477239	295448	709075	886343	886343	354537	1063612	531806	59090	177269	1004522	177269	590895	118179	827254	1536328	2599940	295448	768164	177269	4313537	0	1359060	1359060	649985	177269	3959000	1063612	2540851	2422672	0	945433	0	0	118179	2481761	236358	886343	354537	177269	4963522	827254	295448
taxon_132	8838843	441942	0	9280785	1325826	8838843	441942	883884	13700207	7513016	0	0	0	11490496	9722727	7071074	5745248	1325826	883884	0	1767769	1325826	5303306	2651653	883884	3093595	1325826	3093595	21213223	1325826	2651653	883884	441942	2209711	27400413	0	3535537	883884	2651653	5303306	0	3093595	1325826	441942	5745248	2651653	2209711	0	3535537	9280785	6187190	1767769	3977479	1325826	2209711	3977479	3977479	1325826	2209711	7071074	2651653	441942	1325826	1767769	5303306	6187190	3093595	1767769	883884	12816322	883884	0	3977479	3535537	2651653	3535537	4861364	883884	1767769	4419421	0	883884	3093595	2209711	0	32703719	1767769	24748760	2209711	3535537	441942	13700207	4861364	441942	1325826	0	441942	441942	8838843	3535537	3977479	1325826	0	0	39774793	0	6629132	3535537	441942	5303306	0	2651653	2651653	1767769	0	10606612	1325826	441942	5303306	441942	0	0	1767769	14584091	7954959	3535537	883884	5745248	3093595	441942	21655165	1325826	0	9280785	3977479	2651653	883884	0	10606612	2209711	1325826	1767769	0	441942	441942	10164669	0	15026033	0	441942	2209711	883884	4861364	2651653	0	883884	20771281	30935950	1325826	441942	7954959	7513016	0	441942	1325826	883884	883884	4861364	883884	883884	0	3093595	0	9722727	441942	883884	0	441942	1325826	1767769	441942	441942	2209711	441942	10164669	0	441942	883884	0	883884	0	0	11490496	1767769	441942	3093595	0	1325826	5303306	7071074
